Date,Reference No.,Customer,Sale Employee,Total (MYR),Rounding (MYR),Sale Total (MYR),Received (MYR),Tax (MYR),Tax Received (MYR),Charge (MYR),Net Received (MYR),Cash (MYR),Card (MYR),Others (MYR),Credit (MYR),Due (MYR),Remark,,Cash (MYR),Card (MYR),Cheque (MYR),Installment (MYR),Others (MYR),FOC (MYR)
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
23/11/2021,IN00117,5ccf9e36,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/11/2021,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/11/2021,IN00119,a49de153,4cf89708,99,0,99,99,0,0,0,99,0,99,0,0,0,Sale,,0,99,0,0,0,0
24/11/2021,IN00130,a49de153,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/11/2021,IN00121,61b7e58c,547b42da,2500,0,2500,2500,0,0,0,2500,0,2500,0,0,0,Sale,,0,2500,0,0,0,0
24/11/2021,IN00135,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/11/2021,,e3b0c442,6a777e0f,2599,0,2599,2599,0,0,0,2599,0,2599,0,0,,,,0,2599,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/11/2021,IN00122,b92994a3,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,280
25/11/2021,IN00132,b92994a3,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/11/2021,IN00123,95b3096f,4cf89708,718,0,718,718,0,0,0,718,0,718,0,0,0,Sale,,0,718,0,0,0,0
25/11/2021,IN00131,95b3096f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/11/2021,,3411662b,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,2000,Payment TK00067: IN00066,,0,0,0,0,0,0
25/11/2021,IN00177,84b560ce,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/11/2021,,e3b0c442,6a777e0f,718,0,718,718,0,0,0,718,0,718,0,0,,,,0,718,0,0,0,280
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
27/11/2021,IN00165,a5c50f74,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/11/2021,IN00169,a5c50f74,547b42da,1880,0,1880,1880,0,0,0,1880,0,1880,0,0,0,Sale,,0,1880,0,0,0,0
27/11/2021,IN00213,b2d47dff,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
27/11/2021,IN00136,d76f5899,4cf89708,1072.8,0,1072.8,1072.8,0,0,0,1072.8,500,572.8,0,0,0,Sale,,500,572.8,0,0,0,0
27/11/2021,IN00138,2577494a,fabcad3f,1140,0,1140,1140,0,0,0,1140,0,1140,0,0,0,Sale,,0,1140,0,0,0,380
27/11/2021,IN00137,d76f5899,7196ebc9,90,0,90,0,0,0,0,0,0,0,0,0,90,Sale,,0,0,0,0,0,0
27/11/2021,IN00139,07b2e70e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/11/2021,IN00140,2577494a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/11/2021,IN00141,3bc7211a,547b42da,188,0,188,0,0,0,0,0,0,0,0,0,188,Sale,,0,0,0,0,0,0
27/11/2021,,e3b0c442,6a777e0f,4558.8,0,4558.8,4280.8,0,0,0,4280.8,500,3780.8,0,0,,,,500,3780.8,0,0,0,380
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
28/11/2021,IN00142,ba304abb,4b31d727,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,280
28/11/2021,IN00145,63bb1479,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,280
28/11/2021,IN00148,109b0082,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
28/11/2021,IN00144,dd76ce00,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/11/2021,IN00149,fe07c341,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,99
28/11/2021,IN00150,e728a5b1,fabcad3f,140,0,140,140,0,0,0,140,140,0,0,0,0,Sale,,140,0,0,0,0,0
28/11/2021,IN00155,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/11/2021,IN00153,cb493f2b,547b42da,2470,0,2470,2470,0,0,0,2470,0,2470,0,0,0,Sale,,0,2470,0,0,0,0
28/11/2021,,e3b0c442,6a777e0f,2986,0,2986,2986,0,0,0,2986,140,2846,0,0,,,,140,2846,0,0,0,659
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
29/11/2021,IN00154,1ca49e22,547b42da,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
29/11/2021,IN00156,f1bb57be,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,280
29/11/2021,IN00157,d3dfa26a,4cf89708,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
29/11/2021,IN00161,01ff608b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,99
29/11/2021,IN00162,12c1425f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,660
29/11/2021,IN00166,ae20f145,fabcad3f,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
29/11/2021,,e3b0c442,6a777e0f,376,0,376,376,0,0,0,376,0,376,0,0,,,,0,376,0,0,0,1039
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
30/11/2021,IN00167,547d4053,547b42da,1140,0,1140,1140,0,0,0,1140,0,1140,0,0,0,Sale,,0,1140,0,0,0,0
30/11/2021,IN00186,5b72c2a9,547b42da,940,0,940,940,0,0,0,940,0,940,0,0,0,Sale,,0,940,0,0,0,0
30/11/2021,IN00168,547d4053,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/11/2021,,e3b0c442,6a777e0f,2080,0,2080,2080,0,0,0,2080,0,2080,0,0,,,,0,2080,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
1/12/2021,IN00171,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,288
1/12/2021,IN00170,0b7de272,547b42da,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
1/12/2021,,e3b0c442,6a777e0f,188,0,188,188,0,0,0,188,0,188,0,0,,,,0,188,0,0,0,288
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
2/12/2021,IN00172,b5e50dc5,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/12/2021,IN00178,5a55353d,4cf89708,290,0,290,290,0,0,0,290,0,290,0,0,0,Sale,,0,290,0,0,0,0
2/12/2021,,e3b0c442,6a777e0f,290,0,290,290,0,0,0,290,0,290,0,0,,,,0,290,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
3/12/2021,IN00179,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/12/2021,IN00180,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/12/2021,IN00181,81f33993,7196ebc9,1400,0,1400,1400,0,0,0,1400,0,1400,0,0,0,Sale,,0,1400,0,0,0,0
3/12/2021,IN00182,8605a168,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/12/2021,IN00246,11991d78,fabcad3f,188,0,188,188,0,0,0,188,188,0,0,0,0,Sale,,188,0,0,0,0,0
3/12/2021,IN00185,4afd809c,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,280
3/12/2021,,e3b0c442,6a777e0f,1588,0,1588,1588,0,0,0,1588,188,1400,0,0,,,,188,1400,0,0,0,280
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
4/12/2021,IN00187,b5b64716,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,288
4/12/2021,IN00214,b2d47dff,faf80c20,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
4/12/2021,IN00215,b2d47dff,fabcad3f,190,0,190,190,0,0,0,190,0,190,0,0,0,Sale,,0,190,0,0,0,0
4/12/2021,IN00189,0b7de272,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
4/12/2021,IN00190,1a8b0e3d,7196ebc9,90,0,90,90,0,0,0,90,90,0,0,0,0,Sale,,90,0,0,0,0,0
4/12/2021,,e3b0c442,6a777e0f,468,0,468,468,0,0,0,468,90,378,0,0,,,,90,378,0,0,0,288
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
5/12/2021,IN00195,e3d826cb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/12/2021,IN00194,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/12/2021,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
6/12/2021,IN00222,971426ed,3eed9981,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
6/12/2021,IN00198,84b560ce,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/12/2021,,e3b0c442,6a777e0f,188,0,188,188,0,0,0,188,0,188,0,0,,,,0,188,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
7/12/2021,IN00199,7c3c0d36,c8d2f331,188,0,188,188,0,0,0,188,188,0,0,0,0,Sale,,188,0,0,0,0,0
7/12/2021,IN00200,7c3c0d36,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/12/2021,IN00201,0b09d239,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/12/2021,IN00202,0b09d239,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/12/2021,IN00204,49241555,fabcad3f,1010.2,0,1010.2,1010.2,0,0,0,1010.2,1010.2,0,0,0,0,Sale,,1010.2,0,0,0,0,0
7/12/2021,IN00205,49241555,7196ebc9,280,0,280,280,0,0,0,280,280,0,0,0,0,Sale,,280,0,0,0,0,0
7/12/2021,IN00207,07b2e70e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/12/2021,IN00208,49241555,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/12/2021,,e3b0c442,6a777e0f,1478.2,0,1478.2,1478.2,0,0,0,1478.2,1478.2,0,0,0,,,,1478.2,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
8/12/2021,IN00211,109b0082,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/12/2021,IN00209,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/12/2021,IN00210,109b0082,fabcad3f,378,0,378,378,0,0,0,378,0,378,0,0,0,Sale,,0,378,0,0,0,0
8/12/2021,,e3b0c442,6a777e0f,378,0,378,378,0,0,0,378,0,378,0,0,,,,0,378,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
9/12/2021,IN00216,d8d3f3fa,4cf89708,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
9/12/2021,IN00217,d8d3f3fa,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/12/2021,IN00218,d8d3f3fa,4b31d727,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/12/2021,IN00219,6e5d6e23,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
9/12/2021,IN00220,6e5d6e23,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/12/2021,IN00269,9b7001bd,7196ebc9,90,0,90,90,0,0,0,90,0,90,0,0,0,Sale,,0,90,0,0,0,0
9/12/2021,IN00263,2f95de88,4cf89708,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
9/12/2021,,e3b0c442,6a777e0f,654,0,654,654,0,0,0,654,0,654,0,0,,,,0,654,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
10/12/2021,IN00282,a58ed90d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/12/2021,IN00223,4afd809c,4cf89708,376,0,376,376,0,0,0,376,0,376,0,0,0,Sale,,0,376,0,0,0,0
10/12/2021,IN00224,8d67bb95,7196ebc9,900,0,900,0,0,0,0,0,0,0,0,0,900,Sale,,0,0,0,0,0,0
10/12/2021,IN00240,8d67bb95,20903e83,3676,0,3676,3676,0,0,0,3676,0,3676,0,0,0,Sale,,0,3676,0,0,0,0
10/12/2021,IN00241,8d67bb95,aea43852,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/12/2021,IN00243,113db563,547b42da,1880,0,1880,1880,0,0,0,1880,0,1880,0,0,0,Sale,,0,1880,0,0,0,0
10/12/2021,IN00244,a58ed90d,547b42da,1576,0,1576,1576,0,0,0,1576,0,1576,0,0,0,Sale,,0,1576,0,0,0,0
10/12/2021,IN00225,1c8ade90,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/12/2021,IN00226,1c8ade90,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/12/2021,,e3b0c442,6a777e0f,8408,0,8408,7508,0,0,0,7508,0,7508,0,0,,,,0,7508,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
11/12/2021,IN00227,971426ed,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/12/2021,IN00245,971426ed,de0dbc38,1388,0,1388,1388,0,0,0,1388,0,1388,0,0,0,Sale,,0,1388,0,0,0,0
11/12/2021,IN00228,af27d3c8,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,99
11/12/2021,IN00231,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/12/2021,IN00229,c2d3cdd7,547b42da,188,0,188,188,0,0,0,188,188,0,0,0,0,Sale,,188,0,0,0,0,0
11/12/2021,IN00230,c2d3cdd7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/12/2021,IN00235,8acee3a1,4cf89708,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
11/12/2021,,e3b0c442,6a777e0f,1956,0,1956,1956,0,0,0,1956,188,1768,0,0,,,,188,1768,0,0,0,99
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
12/12/2021,IN00232,5a55353d,4cf89708,728.08,0.02,728.1,728.1,0,0,0,728.1,0,728.1,0,0,0,Sale,,0,728.1,0,0,0,0
12/12/2021,IN00233,942a1fa5,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/12/2021,IN00234,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/12/2021,IN00236,8acee3a1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/12/2021,IN00237,8acee3a1,4cf89708,940,0,940,940,0,0,0,940,0,940,0,0,0,Sale,,0,940,0,0,0,0
12/12/2021,,e3b0c442,6a777e0f,1668.08,0.02,1668.1,1668.1,0,0,0,1668.1,0,1668.1,0,0,,,,0,1668.1,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
13/12/2021,IN00238,8d67bb95,fabcad3f,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,380
13/12/2021,IN00239,07b2e70e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/12/2021,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,380
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
14/12/2021,IN00250,84b560ce,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/12/2021,IN00242,a5c50f74,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/12/2021,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
15/12/2021,IN00248,4cd205de,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00249,52c67c1f,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,480
15/12/2021,IN00247,4cd205de,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,99
15/12/2021,IN00251,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00256,e943e19f,4cf89708,1880,0,1880,1880,0,0,0,1880,0,1880,0,0,0,Sale,,0,1880,0,0,0,0
15/12/2021,IN00257,e943e19f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00284,e943e19f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00252,cb493f2b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00253,ebe72b5e,547b42da,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
15/12/2021,IN00254,ebe72b5e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/12/2021,IN00255,aab4b4c0,7196ebc9,80,0,80,80,0,0,0,80,0,80,0,0,0,Sale,,0,80,0,0,0,0
15/12/2021,,e3b0c442,6a777e0f,2148,0,2148,2148,0,0,0,2148,0,2148,0,0,,,,0,2148,0,0,0,579
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
16/12/2021,IN00258,95b3096f,4cf89708,2570,0,2570,2570,0,0,0,2570,0,2570,0,0,0,Sale,,0,2570,0,0,0,0
16/12/2021,IN00259,95b3096f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/12/2021,IN00261,c024584a,7196ebc9,900,0,900,900,0,0,0,900,0,900,0,0,0,Sale,,0,900,0,0,0,0
16/12/2021,IN00262,c024584a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/12/2021,IN00260,b05177d2,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/12/2021,,e3b0c442,6a777e0f,3470,0,3470,3470,0,0,0,3470,0,3470,0,0,,,,0,3470,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
17/12/2021,IN00264,1b234350,fabcad3f,188,0,188,188,0,0,0,188,188,0,0,0,0,Sale,,188,0,0,0,0,0
17/12/2021,IN00267,2577494a,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,300
17/12/2021,IN00266,2577494a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
17/12/2021,IN00265,1b234350,fabcad3f,190,0,190,100,0,0,0,100,0,100,0,0,90,Sale,,0,100,0,0,0,0
17/12/2021,,e3b0c442,6a777e0f,378,0,378,288,0,0,0,288,188,100,0,0,,,,188,100,0,0,0,300
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/12/2021,IN00268,c024584a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/12/2021,IN00271,113db563,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/12/2021,IN00270,b546f557,547b42da,340,0,340,340,0,0,0,340,0,340,0,0,0,Sale,,0,340,0,0,0,0
18/12/2021,IN00272,a424c02f,547b42da,190,0,190,190,0,0,0,190,190,0,0,0,0,Sale,,190,0,0,0,0,0
18/12/2021,IN00273,a424c02f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/12/2021,,e3b0c442,6a777e0f,530,0,530,530,0,0,0,530,190,340,0,0,,,,190,340,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
19/12/2021,IN00274,ba304abb,4cf89708,279,0,279,279,0,0,0,279,0,279,0,0,0,Sale,,0,279,0,0,0,0
19/12/2021,IN00275,f0015408,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
19/12/2021,IN00278,971426ed,de0dbc38,1330,0,1330,1330,0,0,0,1330,0,1330,0,0,0,Sale,,0,1330,0,0,0,380
19/12/2021,IN00279,971426ed,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/12/2021,IN00276,07b2e70e,4cf89708,1880,0,1880,1880,0,0,0,1880,1880,0,0,0,0,Sale,,1880,0,0,0,0,0
19/12/2021,IN00277,d3dfa26a,4cf89708,1880,0,1880,1880,0,0,0,1880,0,0,1880,0,0,Sale,,0,0,0,0,1880,0
19/12/2021,IN00280,ebe72b5e,547b42da,940,0,940,940,0,0,0,940,0,940,0,0,0,Sale,,0,940,0,0,0,0
19/12/2021,IN00281,1b234350,faf80c20,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/12/2021,RC00002,1b234350,fabcad3f,0,0,0,90,0,0,0,90,0,90,0,0,0,Payment TK00267: IN00265,,0,90,0,0,0,0
19/12/2021,,e3b0c442,6a777e0f,6497,0,6497,6587,0,0,0,6587,1880,2827,1880,0,,,,1880,2827,0,0,1880,380
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/12/2021,IN00283,e943e19f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/12/2021,IN00285,9ea801be,fabcad3f,378,0,378,378,0,0,0,378,378,0,0,0,0,Sale,,378,0,0,0,0,0
20/12/2021,IN00289,5615a1b9,c8d2f331,1388,0,1388,700,0,0,0,700,0,0,700,0,688,Sale,,0,0,0,0,700,0
20/12/2021,IN00286,4afd809c,4cf89708,376,0,376,376,0,0,0,376,0,376,0,0,0,Sale,,0,376,0,0,0,0
20/12/2021,,e3b0c442,6a777e0f,2142,0,2142,1454,0,0,0,1454,378,376,700,0,,,,378,376,0,0,700,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/12/2021,IN00288,547d4053,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/12/2021,IN00290,405a463d,547b42da,1388,0,1388,1388,0,0,0,1388,0,1388,0,0,0,Sale,,0,1388,0,0,0,0
21/12/2021,IN00291,405a463d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/12/2021,,e3b0c442,6a777e0f,1388,0,1388,1388,0,0,0,1388,0,1388,0,0,,,,0,1388,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
22/12/2021,IN00292,42c4ba85,547b42da,1880,0,1880,1880,0,0,0,1880,1880,0,0,0,0,Sale,,1880,0,0,0,0,0
22/12/2021,IN00293,07b2e70e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
22/12/2021,IN00294,84b560ce,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
22/12/2021,,e3b0c442,6a777e0f,1880,0,1880,1880,0,0,0,1880,1880,0,0,0,,,,1880,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
23/12/2021,IN00295,099beeb6,faf80c20,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/12/2021,IN00296,7a8cea2e,c8d2f331,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/12/2021,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/12/2021,IN00298,8d67bb95,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/12/2021,IN00299,8d67bb95,fabcad3f,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
24/12/2021,IN00297,005e42ef,7196ebc9,2700,0,2700,2700,0,0,0,2700,0,2700,0,0,0,Sale,,0,2700,0,0,0,0
24/12/2021,IN00301,5b7ebb21,c8d2f331,190,0,190,190,0,0,0,190,60,130,0,0,0,Sale,,60,130,0,0,0,0
24/12/2021,,e3b0c442,6a777e0f,3078,0,3078,3078,0,0,0,3078,60,3018,0,0,,,,60,3018,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/12/2021,IN00304,ead8b6b2,4cf89708,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
25/12/2021,IN00305,c024584a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/12/2021,,e3b0c442,6a777e0f,188,0,188,188,0,0,0,188,0,188,0,0,,,,0,188,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/12/2021,IN00306,3a641420,547b42da,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
